threshold,stop_loss_pct,target_price,required_ticks,position_size_usdc,sharpe_ratio,win_rate,profit_factor,total_pnl,max_drawdown,total_trades
0.78,0.2,0.95,3,5,-2.9693,0.0339,0.1481,-3.4491,0.0049,59
0.78,0.2,0.95,3,10,-2.9693,0.0339,0.1481,-6.8981,0.0098,59
0.8,0.2,0.95,3,5,-2.9715,0.0339,0.1482,-3.4439,0.0049,59
0.8,0.2,0.95,3,10,-2.9715,0.0339,0.1482,-6.8878,0.0098,59
0.7,0.2,0.95,3,5,-3.0946,0.0333,0.1238,-4.5603,0.006,60
0.7,0.2,0.95,3,10,-3.0946,0.0333,0.1238,-9.1205,0.0121,60
0.75,0.2,0.95,3,5,-3.0974,0.0333,0.1239,-4.5504,0.006,60
0.75,0.2,0.95,3,10,-3.0974,0.0333,0.1239,-9.1009,0.0121,60
0.65,0.2,0.95,3,5,-3.1331,0.0333,0.1265,-4.4113,0.0059,60
0.65,0.2,0.95,3,10,-3.1331,0.0333,0.1265,-8.8225,0.0118,60
0.8,0.15,0.95,3,5,-3.1801,0.0339,0.1605,-2.9997,0.0045,59
0.8,0.15,0.95,3,10,-3.1801,0.0339,0.1605,-5.9995,0.0089,59
0.8,0.2,0.95,2,5,-3.284,0.0294,0.1326,-3.8486,0.0055,68
0.8,0.2,0.95,2,10,-3.284,0.0294,0.1326,-7.6972,0.0111,68
0.78,0.2,0.95,2,5,-3.2878,0.0294,0.1328,-3.8416,0.0055,68
0.78,0.2,0.95,2,10,-3.2878,0.0294,0.1328,-7.6831,0.011,68
0.7,0.15,0.95,3,5,-3.327,0.0333,0.1388,-3.8111,0.0053,60
0.7,0.15,0.95,3,10,-3.327,0.0333,0.1388,-7.6222,0.0106,60
0.75,0.15,0.95,3,5,-3.329,0.0333,0.1389,-3.8049,0.0053,60
0.75,0.15,0.95,3,10,-3.329,0.0333,0.1389,-7.6098,0.0106,60
0.78,0.15,0.95,3,5,-3.3347,0.0333,0.1393,-3.7868,0.0053,60
0.78,0.15,0.95,3,10,-3.3347,0.0333,0.1393,-7.5736,0.0106,60
0.7,0.2,0.95,2,5,-3.3826,0.029,0.1134,-4.9087,0.0066,69
0.7,0.2,0.95,2,10,-3.3826,0.029,0.1134,-9.8175,0.0132,69
0.75,0.2,0.95,2,5,-3.398,0.029,0.1141,-4.8647,0.0066,69
0.75,0.2,0.95,2,10,-3.398,0.029,0.1141,-9.7294,0.0131,69
0.65,0.2,0.95,2,5,-3.4349,0.029,0.116,-4.7437,0.0064,69
0.65,0.2,0.95,2,10,-3.4349,0.029,0.116,-9.4874,0.0129,69
0.65,0.15,0.95,3,5,-3.474,0.0328,0.1212,-4.6849,0.0062,61
0.65,0.15,0.95,3,10,-3.474,0.0328,0.1212,-9.3699,0.0124,61
0.8,0.1,0.95,3,5,-3.5725,0.0333,0.1571,-3.0918,0.0048,60
0.8,0.1,0.95,3,10,-3.5725,0.0333,0.1571,-6.1837,0.0095,60
0.78,0.1,0.95,3,5,-3.5831,0.0333,0.1578,-3.0671,0.0048,60
0.78,0.1,0.95,3,10,-3.5831,0.0333,0.1578,-6.1342,0.0095,60
0.75,0.15,0.95,2,5,-3.6773,0.029,0.1258,-4.1707,0.0059,69
0.75,0.15,0.95,2,10,-3.6773,0.029,0.1258,-8.3415,0.0117,69
0.78,0.15,0.95,2,5,-3.6852,0.029,0.1261,-4.1534,0.0059,69
0.78,0.15,0.95,2,10,-3.6852,0.029,0.1261,-8.3069,0.0117,69
0.7,0.15,0.95,2,5,-3.7009,0.029,0.1268,-4.1175,0.0059,69
0.7,0.15,0.95,2,10,-3.7009,0.029,0.1268,-8.235,0.0117,69
0.8,0.15,0.95,2,5,-3.7018,0.029,0.1268,-4.1153,0.0059,69
0.8,0.15,0.95,2,10,-3.7018,0.029,0.1268,-8.2306,0.0117,69
0.75,0.1,0.95,3,5,-3.7753,0.0328,0.1438,-3.5707,0.0053,61
0.75,0.1,0.95,3,10,-3.7753,0.0328,0.1438,-7.1414,0.0107,61
0.7,0.1,0.95,3,5,-3.7771,0.0328,0.1439,-3.5645,0.0053,61
0.7,0.1,0.95,3,10,-3.7771,0.0328,0.1439,-7.1289,0.0107,61
0.65,0.15,0.95,2,5,-3.7931,0.0286,0.1113,-5.0244,0.0067,70
0.65,0.15,0.95,2,10,-3.7931,0.0286,0.1113,-10.0489,0.0135,70
0.65,0.1,0.95,3,5,-3.9504,0.0323,0.131,-4.1255,0.0059,62
0.65,0.1,0.95,3,10,-3.9504,0.0323,0.131,-8.2511,0.0118,62
0.8,0.1,0.95,2,5,-4.0282,0.029,0.1414,-3.4249,0.0053,69
0.8,0.1,0.95,2,10,-4.0282,0.029,0.1414,-6.8498,0.0107,69
0.78,0.1,0.95,2,5,-4.0379,0.029,0.1418,-3.407,0.0053,69
0.78,0.1,0.95,2,10,-4.0379,0.029,0.1418,-6.814,0.0107,69
0.75,0.1,0.95,2,5,-4.203,0.0286,0.1305,-3.9024,0.0059,70
0.75,0.1,0.95,2,10,-4.203,0.0286,0.1305,-7.8048,0.0118,70
0.7,0.1,0.95,2,5,-4.2097,0.0286,0.1308,-3.8853,0.0059,70
0.7,0.1,0.95,2,10,-4.2097,0.0286,0.1308,-7.7706,0.0118,70
0.65,0.1,0.95,2,5,-4.336,0.0282,0.1193,-4.4895,0.0065,71
0.65,0.1,0.95,2,10,-4.336,0.0282,0.1193,-8.9791,0.013,71
0.65,0.2,0.85,3,5,-5.2479,0.0201,0.1313,-8.3226,0.0134,149
0.65,0.2,0.85,3,10,-5.2479,0.0201,0.1313,-16.6453,0.0267,149
0.65,0.15,0.85,3,5,-5.6212,0.0201,0.1381,-7.6379,0.0127,149
0.65,0.15,0.85,3,10,-5.6212,0.0201,0.1381,-15.2759,0.0254,149
0.7,0.2,0.9,3,5,-5.6698,0.0093,0.0484,-7.7904,0.0105,108
0.7,0.2,0.9,3,10,-5.6698,0.0093,0.0484,-15.5807,0.0209,108
0.65,0.2,0.9,3,5,-5.8295,0.0093,0.049,-7.6414,0.0103,108
0.65,0.2,0.9,3,10,-5.8295,0.0093,0.049,-15.2827,0.0206,108
0.75,0.2,0.9,3,5,-6.0446,0.0093,0.0537,-6.7176,0.0094,107
0.75,0.2,0.9,3,10,-6.0446,0.0093,0.0537,-13.4351,0.0187,107
0.65,0.1,0.85,3,5,-6.0795,0.02,0.1403,-7.413,0.0125,150
0.65,0.1,0.85,3,10,-6.0795,0.02,0.1403,-14.8261,0.025,150
0.78,0.2,0.9,3,5,-6.1168,0.0093,0.0539,-6.6788,0.0093,107
0.78,0.2,0.9,3,10,-6.1168,0.0093,0.0539,-13.3576,0.0186,107
0.8,0.2,0.9,3,5,-6.1264,0.0093,0.054,-6.6737,0.0093,107
0.8,0.2,0.9,3,10,-6.1264,0.0093,0.054,-13.3473,0.0186,107
0.7,0.2,0.85,3,5,-6.4477,0.0203,0.1036,-7.8254,0.0124,148
0.7,0.2,0.85,3,10,-6.4477,0.0203,0.1036,-15.6507,0.0247,148
0.7,0.15,0.9,3,5,-6.7172,0.0093,0.052,-7.0216,0.0097,108
0.7,0.15,0.9,3,10,-6.7172,0.0093,0.052,-14.0432,0.0194,108
0.75,0.15,0.9,3,5,-6.7272,0.0093,0.052,-7.0154,0.0097,108
0.75,0.15,0.9,3,10,-6.7272,0.0093,0.052,-14.0309,0.0194,108
0.65,0.15,0.9,3,5,-6.7331,0.0093,0.052,-7.0118,0.0097,108
0.65,0.15,0.9,3,10,-6.7331,0.0093,0.052,-14.0237,0.0194,108
0.65,0.2,0.85,2,5,-6.7426,0.0101,0.0886,-12.0861,0.0184,199
0.65,0.2,0.85,2,10,-6.7426,0.0101,0.0886,-24.1721,0.0368,199
0.7,0.15,0.85,3,5,-6.9838,0.0201,0.1011,-8.1275,0.0127,149
0.7,0.15,0.85,3,10,-6.9838,0.0201,0.1011,-16.255,0.0254,149
0.7,0.2,0.9,2,5,-7.0118,0.007,0.0395,-9.3984,0.0129,143
0.7,0.2,0.9,2,10,-7.0118,0.007,0.0395,-18.7968,0.0259,143
0.8,0.15,0.9,3,5,-7.1552,0.0093,0.0566,-6.2177,0.0089,107
0.8,0.15,0.9,3,10,-7.1552,0.0093,0.0566,-12.4355,0.0177,107
0.78,0.15,0.9,3,5,-7.2386,0.0093,0.0568,-6.1859,0.0088,107
0.78,0.15,0.9,3,10,-7.2386,0.0093,0.0568,-12.3718,0.0177,107
0.65,0.15,0.85,2,5,-7.2428,0.0101,0.0923,-11.3221,0.0177,199
0.65,0.15,0.85,2,10,-7.2428,0.0101,0.0923,-22.6443,0.0353,199
0.65,0.2,0.9,2,5,-7.2485,0.007,0.04,-9.2333,0.0128,143
0.65,0.2,0.9,2,10,-7.2485,0.007,0.04,-18.4667,0.0255,143
0.8,0.2,0.9,2,5,-7.6496,0.007,0.043,-8.3291,0.0118,142
0.8,0.2,0.9,2,10,-7.6496,0.007,0.043,-16.6582,0.0237,142
0.78,0.2,0.9,2,5,-7.667,0.007,0.043,-8.3221,0.0118,142
0.78,0.2,0.9,2,10,-7.667,0.007,0.043,-16.6442,0.0237,142
0.75,0.2,0.9,2,5,-7.7321,0.007,0.0431,-8.296,0.0118,142
0.75,0.2,0.9,2,10,-7.7321,0.007,0.0431,-16.592,0.0236,142
0.65,0.1,0.85,2,5,-7.7347,0.01,0.0935,-11.0748,0.0174,200
0.65,0.1,0.85,2,10,-7.7347,0.01,0.0935,-22.1496,0.0348,200
0.7,0.1,0.85,3,5,-7.9956,0.0201,0.1074,-7.3533,0.0119,149
0.7,0.1,0.85,3,10,-7.9956,0.0201,0.1074,-14.7067,0.0239,149
0.7,0.2,0.85,2,5,-8.0528,0.0101,0.0646,-11.615,0.0174,198
0.7,0.2,0.85,2,10,-8.0528,0.0101,0.0646,-23.2301,0.0348,198
0.65,0.1,0.9,3,5,-8.0774,0.0092,0.053,-6.8079,0.0095,109
0.65,0.1,0.9,3,10,-8.0774,0.0092,0.053,-13.6157,0.019,109
0.7,0.1,0.9,3,5,-8.1013,0.0092,0.053,-6.7961,0.0095,109
0.7,0.1,0.9,3,10,-8.1013,0.0092,0.053,-13.5922,0.019,109
0.8,0.1,0.9,3,5,-8.155,0.0093,0.0558,-6.3262,0.009,108
