threshold,stop_loss_pct,target_price,required_ticks,position_size_usdc,sharpe_ratio,win_rate,profit_factor,total_pnl,max_drawdown,total_trades
0.65,0.2,0.95,3,5,-0.4142,0.2222,0.6472,-0.2673,0.0013,9
0.65,0.2,0.95,3,10,-0.4142,0.2222,0.6472,-0.5347,0.0027,9
0.7,0.2,0.95,3,5,-0.4142,0.2222,0.6472,-0.2673,0.0013,9
0.7,0.2,0.95,3,10,-0.4142,0.2222,0.6472,-0.5347,0.0027,9
0.75,0.2,0.95,3,5,-0.4142,0.2222,0.6472,-0.2673,0.0013,9
0.75,0.2,0.95,3,10,-0.4142,0.2222,0.6472,-0.5347,0.0027,9
0.78,0.2,0.95,3,5,-0.4142,0.2222,0.6472,-0.2673,0.0013,9
0.78,0.2,0.95,3,10,-0.4142,0.2222,0.6472,-0.5347,0.0027,9
0.78,0.15,0.95,3,5,-0.4364,0.2222,0.6308,-0.3037,0.0014,9
0.78,0.15,0.95,3,10,-0.4364,0.2222,0.6308,-0.6075,0.0028,9
0.65,0.15,0.95,3,5,-0.519,0.2,0.5894,-0.3794,0.0015,10
0.65,0.15,0.95,3,10,-0.519,0.2,0.5894,-0.7587,0.003,10
0.7,0.15,0.95,3,5,-0.519,0.2,0.5894,-0.3794,0.0015,10
0.7,0.15,0.95,3,10,-0.519,0.2,0.5894,-0.7587,0.003,10
0.75,0.15,0.95,3,5,-0.519,0.2,0.5894,-0.3794,0.0015,10
0.75,0.15,0.95,3,10,-0.519,0.2,0.5894,-0.7587,0.003,10
0.78,0.15,0.95,2,5,-0.6759,0.1818,0.5184,-0.5689,0.0017,11
0.78,0.15,0.95,2,10,-0.6759,0.1818,0.5184,-1.1378,0.0034,11
0.65,0.2,0.95,2,5,-0.6763,0.1818,0.5182,-0.5697,0.0017,11
0.65,0.2,0.95,2,10,-0.6763,0.1818,0.5182,-1.1394,0.0034,11
0.7,0.2,0.95,2,5,-0.6763,0.1818,0.5182,-0.5697,0.0017,11
0.7,0.2,0.95,2,10,-0.6763,0.1818,0.5182,-1.1394,0.0034,11
0.75,0.2,0.95,2,5,-0.6763,0.1818,0.5182,-0.5697,0.0017,11
0.75,0.2,0.95,2,10,-0.6763,0.1818,0.5182,-1.1394,0.0034,11
0.78,0.2,0.95,2,5,-0.6763,0.1818,0.5182,-0.5697,0.0017,11
0.78,0.2,0.95,2,10,-0.6763,0.1818,0.5182,-1.1394,0.0034,11
0.8,0.2,0.95,3,5,-0.685,0.2222,0.4938,-0.482,0.0013,9
0.8,0.2,0.95,3,10,-0.685,0.2222,0.4938,-0.9639,0.0027,9
0.8,0.15,0.95,3,5,-0.7028,0.2222,0.4813,-0.5184,0.0014,9
0.8,0.15,0.95,3,10,-0.7028,0.2222,0.4813,-1.0367,0.0028,9
0.8,0.15,0.95,2,5,-0.7225,0.1818,0.4968,-0.6069,0.0017,11
0.8,0.15,0.95,2,10,-0.7225,0.1818,0.4968,-1.2137,0.0034,11
0.8,0.2,0.95,2,5,-0.7229,0.1818,0.4966,-0.6077,0.0017,11
0.8,0.2,0.95,2,10,-0.7229,0.1818,0.4966,-1.2153,0.0034,11
0.65,0.1,0.95,3,5,-0.7278,0.2,0.5108,-0.6159,0.0017,10
0.65,0.1,0.95,3,10,-0.7278,0.2,0.5108,-1.2317,0.0034,10
0.7,0.1,0.95,3,5,-0.7278,0.2,0.5108,-0.6159,0.0017,10
0.7,0.1,0.95,3,10,-0.7278,0.2,0.5108,-1.2317,0.0034,10
0.75,0.1,0.95,3,5,-0.7278,0.2,0.5108,-0.6159,0.0017,10
0.75,0.1,0.95,3,10,-0.7278,0.2,0.5108,-1.2317,0.0034,10
0.78,0.1,0.95,3,5,-0.7278,0.2,0.5108,-0.6159,0.0017,10
0.78,0.1,0.95,3,10,-0.7278,0.2,0.5108,-1.2317,0.0034,10
0.65,0.15,0.95,2,5,-0.8034,0.1667,0.4747,-0.7053,0.0019,12
0.65,0.15,0.95,2,10,-0.8034,0.1667,0.4747,-1.4107,0.0037,12
0.7,0.15,0.95,2,5,-0.8034,0.1667,0.4747,-0.7053,0.0019,12
0.7,0.15,0.95,2,10,-0.8034,0.1667,0.4747,-1.4107,0.0037,12
0.75,0.15,0.95,2,5,-0.8034,0.1667,0.4747,-0.7053,0.0019,12
0.75,0.15,0.95,2,10,-0.8034,0.1667,0.4747,-1.4107,0.0037,12
0.78,0.1,0.95,2,5,-0.9615,0.1667,0.4389,-0.8616,0.002,12
0.78,0.1,0.95,2,10,-0.9615,0.1667,0.4389,-1.7232,0.004,12
0.65,0.1,0.95,2,5,-1.01,0.1538,0.4267,-0.8957,0.0021,13
0.65,0.1,0.95,2,10,-1.01,0.1538,0.4267,-1.7914,0.0041,13
0.7,0.1,0.95,2,5,-1.01,0.1538,0.4267,-0.8957,0.0021,13
0.7,0.1,0.95,2,10,-1.01,0.1538,0.4267,-1.7914,0.0041,13
