threshold,stop_loss_pct,target_price,sharpe_ratio,win_rate,profit_factor,total_pnl,max_drawdown,total_trades
0.78,0.2,0.9,-0.7375,0.3333,0.3766,-0.7889,0.0014,3
0.78,0.2,0.9,-0.7375,0.3333,0.3766,-1.5779,0.0028,3
0.8,0.2,0.9,-0.7855,0.3333,0.3707,-0.8107,0.0014,3
0.8,0.2,0.9,-0.7855,0.3333,0.3707,-1.6214,0.0028,3
0.8,0.15,0.9,-0.7888,0.3333,0.3853,-0.6375,0.0012,3
0.8,0.15,0.9,-0.7888,0.3333,0.3853,-1.2749,0.0023,3
0.78,0.1,0.9,-0.8715,0.25,0.4143,-0.7344,0.0014,4
0.78,0.1,0.9,-0.8715,0.25,0.4143,-1.4688,0.0028,4
0.65,0.2,0.85,-0.8719,0.1875,0.5113,-0.9051,0.0027,16
0.65,0.2,0.85,-0.8719,0.1875,0.5113,-1.8101,0.0053,16
0.7,0.2,0.85,-0.8747,0.1667,0.4496,-0.9097,0.0022,12
0.7,0.2,0.85,-0.8747,0.1667,0.4496,-1.8194,0.0044,12
0.8,0.2,0.9,-0.92,0.3333,0.3029,-0.9532,0.0015,3
0.8,0.2,0.9,-0.92,0.3333,0.3029,-1.9063,0.0029,3
0.65,0.15,0.85,-0.9448,0.1538,0.4814,-1.0346,0.0026,13
0.65,0.15,0.85,-0.9448,0.1538,0.4814,-2.0692,0.0052,13
0.78,0.1,0.9,-0.9789,0.25,0.3734,-0.7757,0.0014,4
0.78,0.1,0.9,-0.9789,0.25,0.3734,-1.5513,0.0028,4
0.65,0.1,0.85,-1.0632,0.1765,0.4922,-0.9839,0.0028,17
0.65,0.1,0.85,-1.0632,0.1765,0.4922,-1.9678,0.0055,17
0.8,0.1,0.9,-1.0661,0.25,0.3521,-0.8601,0.0015,4
0.8,0.1,0.9,-1.0661,0.25,0.3521,-1.7203,0.0029,4
0.65,0.1,0.85,-1.1577,0.1429,0.4443,-1.2289,0.0028,14
0.65,0.1,0.85,-1.1577,0.1429,0.4443,-2.4578,0.0057,14
0.8,0.1,0.9,-1.2352,0.25,0.3025,-0.9301,0.0015,4
0.8,0.1,0.9,-1.2352,0.25,0.3025,-1.8601,0.0029,4
0.65,0.15,0.85,-1.2357,0.1765,0.4178,-1.4783,0.0032,17
0.65,0.15,0.85,-1.2357,0.1765,0.4178,-2.9566,0.0065,17
0.7,0.15,0.85,-1.2426,0.1538,0.377,-1.3086,0.0026,13
0.7,0.15,0.85,-1.2426,0.1538,0.377,-2.6173,0.0052,13
0.7,0.2,0.85,-1.2498,0.1875,0.3777,-1.2624,0.0027,16
0.7,0.2,0.85,-1.2498,0.1875,0.3777,-2.5249,0.0053,16
0.75,0.2,0.85,-1.3557,0.0833,0.2459,-1.41,0.0023,12
0.75,0.2,0.85,-1.3557,0.0833,0.2459,-2.8201,0.0045,12
0.75,0.15,0.85,-1.3724,0.0833,0.2945,-1.0358,0.0019,12
0.75,0.15,0.85,-1.3724,0.0833,0.2945,-2.0715,0.0038,12
0.7,0.1,0.85,-1.4889,0.1429,0.3541,-1.4532,0.0028,14
0.7,0.1,0.85,-1.4889,0.1429,0.3541,-2.9064,0.0056,14
0.7,0.1,0.85,-1.5586,0.1765,0.3636,-1.3412,0.0028,17
0.7,0.1,0.85,-1.5586,0.1765,0.3636,-2.6825,0.0055,17
0.75,0.2,0.95,-1.5642,0.0,0.0,-1.1681,0.0012,2
0.75,0.2,0.95,-1.5642,0.0,0.0,-2.3362,0.0024,2
0.75,0.2,0.95,-1.5935,0.0,0.0,-1.1764,0.0012,2
0.75,0.2,0.95,-1.5935,0.0,0.0,-2.3528,0.0024,2
0.75,0.15,0.95,-1.6221,0.0,0.0,-0.8612,0.0009,2
0.75,0.15,0.95,-1.6221,0.0,0.0,-1.7224,0.0018,2
0.7,0.15,0.85,-1.6482,0.1765,0.3092,-1.8293,0.0032,17
0.7,0.15,0.85,-1.6482,0.1765,0.3092,-3.6586,0.0065,17
0.75,0.15,0.95,-1.6639,0.0,0.0,-0.8693,0.0009,2
0.75,0.15,0.95,-1.6639,0.0,0.0,-1.7387,0.0018,2
0.75,0.1,0.95,-1.7199,0.0,0.0,-0.7261,0.0008,2
0.75,0.1,0.95,-1.7199,0.0,0.0,-1.4523,0.0015,2
0.75,0.1,0.95,-1.7489,0.0,0.0,-0.5602,0.0006,2
0.75,0.1,0.95,-1.7489,0.0,0.0,-1.1205,0.0012,2
0.75,0.1,0.85,-1.7852,0.0769,0.2438,-1.4046,0.0023,13
0.75,0.1,0.85,-1.7852,0.0769,0.2438,-2.8092,0.0046,13
0.75,0.2,0.85,-1.8153,0.125,0.2049,-1.7711,0.0027,16
0.75,0.2,0.85,-1.8153,0.125,0.2049,-3.5422,0.0054,16
0.75,0.15,0.85,-1.9007,0.125,0.2232,-1.5467,0.0025,16
0.75,0.15,0.85,-1.9007,0.125,0.2232,-3.0934,0.005,16
0.75,0.1,0.85,-1.9871,0.125,0.2532,-1.2495,0.0022,16
0.75,0.1,0.85,-1.9871,0.125,0.2532,-2.4991,0.0044,16
0.78,0.2,0.85,-2.0165,0.0833,0.0914,-1.9273,0.0024,12
0.78,0.2,0.85,-2.0165,0.0833,0.0914,-3.8546,0.0049,12
0.8,0.2,0.85,-2.1937,0.0833,0.0602,-2.0875,0.0025,12
0.8,0.2,0.85,-2.1937,0.0833,0.0602,-4.175,0.0051,12
0.78,0.2,0.95,-2.2552,0.0,0.0,-1.3023,0.0013,2
0.78,0.2,0.95,-2.2552,0.0,0.0,-2.6046,0.0027,2
0.78,0.2,0.95,-2.2893,0.0,0.0,-1.3404,0.0014,2
0.78,0.2,0.95,-2.2893,0.0,0.0,-2.6808,0.0028,2
0.78,0.15,0.85,-2.3757,0.0833,0.1078,-1.553,0.0021,12
0.78,0.15,0.85,-2.3757,0.0833,0.1078,-3.106,0.0041,12
0.78,0.2,0.85,-2.486,0.125,0.1,-2.2444,0.0029,16
0.78,0.2,0.85,-2.486,0.125,0.1,-4.4888,0.0058,16
0.78,0.15,0.95,-2.5711,0.0,0.0,-1.1311,0.0012,2
0.78,0.15,0.95,-2.5711,0.0,0.0,-2.2622,0.0024,2
0.8,0.15,0.85,-2.637,0.0833,0.0706,-1.7132,0.0022,12
0.8,0.15,0.85,-2.637,0.0833,0.0706,-3.4264,0.0043,12
0.8,0.2,0.85,-2.6565,0.125,0.0761,-2.3798,0.003,16
0.8,0.2,0.85,-2.6565,0.125,0.0761,-4.7596,0.006,16
0.8,0.2,0.95,-2.6595,0.0,0.0,-1.3865,0.0014,2
0.8,0.2,0.95,-2.6595,0.0,0.0,-2.773,0.0029,2
0.78,0.15,0.95,-2.6766,0.0,0.0,-1.0192,0.0011,2
0.78,0.15,0.95,-2.6766,0.0,0.0,-2.0383,0.0021,2
0.78,0.1,0.85,-2.6776,0.0833,0.1201,-1.3406,0.0019,12
0.78,0.1,0.85,-2.6776,0.0833,0.1201,-2.6812,0.0037,12
0.8,0.2,0.95,-2.7441,0.0,0.0,-1.3579,0.0014,2
0.8,0.2,0.95,-2.7441,0.0,0.0,-2.7158,0.0028,2
0.78,0.15,0.85,-2.7697,0.125,0.1082,-2.02,0.0027,16
0.78,0.15,0.85,-2.7697,0.125,0.1082,-4.04,0.0054,16
0.8,0.15,0.85,-2.9896,0.125,0.0822,-2.1554,0.0028,16
0.8,0.15,0.85,-2.9896,0.125,0.0822,-4.3109,0.0055,16
0.8,0.1,0.85,-3.0201,0.0833,0.0782,-1.5008,0.0019,12
0.8,0.1,0.85,-3.0201,0.0833,0.0782,-3.0015,0.0039,12
0.78,0.1,0.85,-3.2712,0.125,0.1215,-1.7228,0.0024,16
0.78,0.1,0.85,-3.2712,0.125,0.1215,-3.4457,0.0048,16
0.8,0.15,0.95,-3.3448,0.0,0.0,-1.1321,0.0012,2
0.8,0.15,0.95,-3.3448,0.0,0.0,-2.2642,0.0024,2
0.8,0.15,0.95,-3.3927,0.0,0.0,-1.1033,0.0011,2
0.8,0.15,0.95,-3.3927,0.0,0.0,-2.2067,0.0023,2
0.8,0.1,0.85,-3.6007,0.125,0.092,-1.8583,0.0025,16
0.8,0.1,0.85,-3.6007,0.125,0.092,-3.7165,0.0049,16
0.78,0.1,0.95,-3.6511,0.0,0.0,-0.773,0.0008,2
0.78,0.1,0.95,-3.6511,0.0,0.0,-1.546,0.0016,2
0.78,0.1,0.95,-3.991,0.0,0.0,-0.7731,0.0008,2
0.78,0.1,0.95,-3.991,0.0,0.0,-1.5461,0.0016,2
0.8,0.1,0.95,-5.4679,0.0,0.0,-0.8572,0.0009,2
0.8,0.1,0.95,-5.4679,0.0,0.0,-1.7144,0.0018,2
0.8,0.1,0.95,-6.0374,0.0,0.0,-0.841,0.0009,2
0.8,0.1,0.95,-6.0374,0.0,0.0,-1.6819,0.0018,2
