threshold,stop_loss_pct,target_price,sharpe_ratio,win_rate,profit_factor,total_pnl,max_drawdown,total_trades
0.65,0.1,0.9,0.0,1.0,inf,0.1961,0.0,1
0.65,0.1,0.9,0.0,1.0,inf,0.3921,0.0,1
0.65,0.1,0.9,0.0,1.0,inf,0.1961,0.0,1
0.65,0.1,0.9,0.0,1.0,inf,0.3921,0.0,1
0.65,0.1,0.95,0.0,1.0,inf,0.1961,0.0,1
0.65,0.1,0.95,0.0,1.0,inf,0.3921,0.0,1
0.65,0.1,0.95,0.0,1.0,inf,0.1961,0.0,1
0.65,0.1,0.95,0.0,1.0,inf,0.3921,0.0,1
0.65,0.15,0.9,0.0,1.0,inf,0.1961,0.0,1
0.65,0.15,0.9,0.0,1.0,inf,0.3921,0.0,1
0.65,0.15,0.9,0.0,1.0,inf,0.1961,0.0,1
0.65,0.15,0.9,0.0,1.0,inf,0.3921,0.0,1
0.65,0.15,0.95,0.0,1.0,inf,0.1961,0.0,1
0.65,0.15,0.95,0.0,1.0,inf,0.3921,0.0,1
0.65,0.15,0.95,0.0,1.0,inf,0.1961,0.0,1
0.65,0.15,0.95,0.0,1.0,inf,0.3921,0.0,1
0.65,0.2,0.9,0.0,1.0,inf,0.1961,0.0,1
0.65,0.2,0.9,0.0,1.0,inf,0.3921,0.0,1
0.65,0.2,0.9,0.0,1.0,inf,0.1961,0.0,1
0.65,0.2,0.9,0.0,1.0,inf,0.3921,0.0,1
0.65,0.2,0.95,0.0,1.0,inf,0.1961,0.0,1
0.65,0.2,0.95,0.0,1.0,inf,0.3921,0.0,1
0.65,0.2,0.95,0.0,1.0,inf,0.1961,0.0,1
0.65,0.2,0.95,0.0,1.0,inf,0.3921,0.0,1
0.7,0.1,0.9,0.0,1.0,inf,0.1961,0.0,1
0.7,0.1,0.9,0.0,1.0,inf,0.3921,0.0,1
0.7,0.1,0.9,0.0,1.0,inf,0.1961,0.0,1
0.7,0.1,0.9,0.0,1.0,inf,0.3921,0.0,1
0.7,0.1,0.95,0.0,1.0,inf,0.1961,0.0,1
0.7,0.1,0.95,0.0,1.0,inf,0.3921,0.0,1
0.7,0.1,0.95,0.0,1.0,inf,0.1961,0.0,1
0.7,0.1,0.95,0.0,1.0,inf,0.3921,0.0,1
0.7,0.15,0.9,0.0,1.0,inf,0.1961,0.0,1
0.7,0.15,0.9,0.0,1.0,inf,0.3921,0.0,1
0.7,0.15,0.9,0.0,1.0,inf,0.1961,0.0,1
0.7,0.15,0.9,0.0,1.0,inf,0.3921,0.0,1
0.7,0.15,0.95,0.0,1.0,inf,0.1961,0.0,1
0.7,0.15,0.95,0.0,1.0,inf,0.3921,0.0,1
0.7,0.15,0.95,0.0,1.0,inf,0.1961,0.0,1
0.7,0.15,0.95,0.0,1.0,inf,0.3921,0.0,1
0.7,0.2,0.9,0.0,1.0,inf,0.1961,0.0,1
0.7,0.2,0.9,0.0,1.0,inf,0.3921,0.0,1
0.7,0.2,0.9,0.0,1.0,inf,0.1961,0.0,1
0.7,0.2,0.9,0.0,1.0,inf,0.3921,0.0,1
0.7,0.2,0.95,0.0,1.0,inf,0.1961,0.0,1
0.7,0.2,0.95,0.0,1.0,inf,0.3921,0.0,1
0.7,0.2,0.95,0.0,1.0,inf,0.1961,0.0,1
0.7,0.2,0.95,0.0,1.0,inf,0.3921,0.0,1
0.75,0.15,0.9,0.0,0.0,0.0,-0.0062,0.0,1
0.75,0.15,0.9,0.0,0.0,0.0,-0.0124,0.0001,1
0.75,0.15,0.9,0.0,1.0,inf,0.0336,0.0,1
0.75,0.15,0.9,0.0,1.0,inf,0.0673,0.0,1
0.75,0.15,0.95,0.0,0.0,0.0,-0.0062,0.0,1
0.75,0.15,0.95,0.0,0.0,0.0,-0.0124,0.0001,1
0.75,0.15,0.95,0.0,1.0,inf,0.0336,0.0,1
0.75,0.15,0.95,0.0,1.0,inf,0.0673,0.0,1
0.75,0.2,0.9,0.0,0.0,0.0,-0.0062,0.0,1
0.75,0.2,0.9,0.0,0.0,0.0,-0.0124,0.0001,1
0.75,0.2,0.9,0.0,1.0,inf,0.0336,0.0,1
0.75,0.2,0.9,0.0,1.0,inf,0.0673,0.0,1
0.75,0.2,0.95,0.0,0.0,0.0,-0.0062,0.0,1
0.75,0.2,0.95,0.0,0.0,0.0,-0.0124,0.0001,1
0.75,0.2,0.95,0.0,1.0,inf,0.0336,0.0,1
0.75,0.2,0.95,0.0,1.0,inf,0.0673,0.0,1
0.78,0.2,0.9,0.0,0.0,0.0,-0.2063,0.0002,1
0.78,0.2,0.9,0.0,0.0,0.0,-0.4126,0.0005,1
0.78,0.2,0.9,0.0,0.0,0.0,-0.2874,0.0003,1
0.78,0.2,0.9,0.0,0.0,0.0,-0.5748,0.0006,1
0.78,0.2,0.95,0.0,0.0,0.0,-0.2063,0.0002,1
0.78,0.2,0.95,0.0,0.0,0.0,-0.4126,0.0005,1
0.78,0.2,0.95,0.0,0.0,0.0,-0.2874,0.0003,1
0.78,0.2,0.95,0.0,0.0,0.0,-0.5748,0.0006,1
0.8,0.2,0.9,0.0,0.0,0.0,-0.2667,0.0003,1
0.8,0.2,0.9,0.0,0.0,0.0,-0.5333,0.0006,1
0.8,0.2,0.9,0.0,0.0,0.0,-0.4228,0.0004,1
0.8,0.2,0.9,0.0,0.0,0.0,-0.8456,0.0009,1
0.8,0.2,0.95,0.0,0.0,0.0,-0.2667,0.0003,1
0.8,0.2,0.95,0.0,0.0,0.0,-0.5333,0.0006,1
0.8,0.2,0.95,0.0,0.0,0.0,-0.4228,0.0004,1
0.8,0.2,0.95,0.0,0.0,0.0,-0.8456,0.0009,1
0.65,0.15,0.85,-0.4295,0.2,0.6619,-0.2528,0.0015,10
0.65,0.15,0.85,-0.4295,0.2,0.6619,-0.5056,0.003,10
0.7,0.15,0.85,-0.4295,0.2,0.6619,-0.2528,0.0015,10
0.7,0.15,0.85,-0.4295,0.2,0.6619,-0.5056,0.003,10
0.65,0.15,0.85,-0.4589,0.2222,0.6557,-0.3124,0.0016,9
0.65,0.15,0.85,-0.4589,0.2222,0.6557,-0.6248,0.0031,9
0.7,0.15,0.85,-0.4589,0.2222,0.6557,-0.3124,0.0016,9
0.7,0.15,0.85,-0.4589,0.2222,0.6557,-0.6248,0.0031,9
0.65,0.2,0.85,-0.4914,0.1111,0.6132,-0.2122,0.0011,9
0.65,0.2,0.85,-0.4914,0.1111,0.6132,-0.4243,0.0023,9
0.7,0.2,0.85,-0.4914,0.1111,0.6132,-0.2122,0.0011,9
0.7,0.2,0.85,-0.4914,0.1111,0.6132,-0.4243,0.0023,9
0.65,0.1,0.85,-0.5195,0.2,0.597,-0.2345,0.0012,10
0.65,0.1,0.85,-0.5195,0.2,0.597,-0.469,0.0024,10
0.7,0.1,0.85,-0.5195,0.2,0.597,-0.2345,0.0012,10
0.7,0.1,0.85,-0.5195,0.2,0.597,-0.469,0.0024,10
0.65,0.2,0.85,-0.5739,0.125,0.5772,-0.3079,0.0012,8
0.65,0.2,0.85,-0.5739,0.125,0.5772,-0.6158,0.0024,8
0.7,0.2,0.85,-0.5739,0.125,0.5772,-0.3079,0.0012,8
0.7,0.2,0.85,-0.5739,0.125,0.5772,-0.6158,0.0024,8
0.65,0.1,0.85,-0.8488,0.2,0.4987,-0.7424,0.002,10
0.65,0.1,0.85,-0.8488,0.2,0.4987,-1.4847,0.0039,10
0.75,0.2,0.85,-0.9268,0.1111,0.4167,-0.4348,0.0011,9
0.75,0.2,0.85,-0.9268,0.1111,0.4167,-0.8697,0.0023,9
0.75,0.2,0.85,-0.9333,0.125,0.4287,-0.4867,0.0012,8
0.75,0.2,0.85,-0.9333,0.125,0.4287,-0.9734,0.0024,8
0.7,0.1,0.85,-0.9498,0.2,0.4524,-0.8342,0.002,10
0.7,0.1,0.85,-0.9498,0.2,0.4524,-1.6683,0.0039,10
0.75,0.15,0.85,-1.1674,0.1,0.2941,-0.8819,0.0016,10
0.75,0.15,0.85,-1.1674,0.1,0.2941,-1.7639,0.0032,10
0.75,0.15,0.85,-1.2533,0.1111,0.2973,-0.9936,0.0017,9
0.75,0.15,0.85,-1.2533,0.1111,0.2973,-1.9872,0.0035,9
0.78,0.2,0.85,-1.5793,0.1111,0.2223,-0.6551,0.0011,9
0.78,0.2,0.85,-1.5793,0.1111,0.2223,-1.3102,0.0023,9
0.8,0.2,0.85,-1.8279,0.1111,0.1636,-0.7216,0.0011,9
0.8,0.2,0.85,-1.8279,0.1111,0.1636,-1.4431,0.0023,9
0.78,0.15,0.85,-2.0924,0.0909,0.0948,-2.0841,0.0023,11
0.78,0.15,0.85,-2.0924,0.0909,0.0948,-4.1683,0.0047,11
0.78,0.2,0.85,-2.1861,0.125,0.1351,-0.8401,0.0012,8
0.78,0.2,0.85,-2.1861,0.125,0.1351,-1.6803,0.0024,8
0.78,0.1,0.85,-2.2886,0.0909,0.1254,-1.4483,0.0017,11
0.78,0.1,0.85,-2.2886,0.0909,0.1254,-2.8966,0.0034,11
0.78,0.15,0.9,-2.3898,0.0,0.0,-1.1043,0.0011,2
0.78,0.15,0.9,-2.3898,0.0,0.0,-2.2085,0.0023,2
0.78,0.15,0.95,-2.3898,0.0,0.0,-1.1043,0.0011,2
0.78,0.15,0.95,-2.3898,0.0,0.0,-2.2085,0.0023,2
0.8,0.15,0.85,-2.5406,0.0909,0.0402,-2.3759,0.0026,11
0.8,0.15,0.85,-2.5406,0.0909,0.0402,-4.7519,0.0053,11
0.8,0.15,0.85,-2.6474,0.1111,0.0066,-1.818,0.002,9
0.8,0.15,0.85,-2.6474,0.1111,0.0066,-3.6359,0.0041,9
0.78,0.15,0.85,-2.6714,0.1,0.0407,-2.3671,0.0026,10
0.78,0.15,0.85,-2.6714,0.1,0.0407,-4.7342,0.0052,10
0.75,0.1,0.85,-2.7568,0.0833,0.1237,-2.678,0.003,12
0.75,0.1,0.85,-2.7568,0.0833,0.1237,-5.3559,0.0059,12
0.75,0.1,0.85,-2.7583,0.0714,0.1304,-2.9551,0.0033,14
0.75,0.1,0.85,-2.7583,0.0714,0.1304,-5.9103,0.0066,14
0.8,0.1,0.85,-2.9088,0.1,0.0696,-1.9965,0.0022,10
0.8,0.1,0.85,-2.9088,0.1,0.0696,-3.993,0.0045,10
0.8,0.2,0.85,-2.9847,0.125,0.0113,-0.9891,0.0012,8
0.8,0.2,0.85,-2.9847,0.125,0.0113,-1.9783,0.0024,8
