threshold,stop_loss_pct,target_price,required_ticks,position_size_usdc,sharpe_ratio,win_rate,profit_factor,total_pnl,max_drawdown,total_trades
0.65,0.1,0.9,2,5,0.0,0.0,0.0,-0.5379,0.0006,1
0.65,0.1,0.9,2,10,0.0,0.0,0.0,-1.0758,0.0011,1
0.65,0.1,0.9,3,5,0.0,0.0,0.0,-0.5352,0.0006,1
0.65,0.1,0.9,3,10,0.0,0.0,0.0,-1.0703,0.0011,1
0.65,0.1,0.95,2,5,0.0,0.0,0.0,-0.5379,0.0006,1
0.65,0.1,0.95,2,10,0.0,0.0,0.0,-1.0758,0.0011,1
0.65,0.1,0.95,3,5,0.0,0.0,0.0,-0.5352,0.0006,1
0.65,0.1,0.95,3,10,0.0,0.0,0.0,-1.0703,0.0011,1
0.65,0.15,0.9,2,5,0.0,0.0,0.0,-0.8125,0.0008,1
0.65,0.15,0.9,2,10,0.0,0.0,0.0,-1.625,0.0017,1
0.65,0.15,0.9,3,5,0.0,0.0,0.0,-0.81,0.0008,1
0.65,0.15,0.9,3,10,0.0,0.0,0.0,-1.6199,0.0017,1
0.65,0.15,0.95,2,5,0.0,0.0,0.0,-0.8125,0.0008,1
0.65,0.15,0.95,2,10,0.0,0.0,0.0,-1.625,0.0017,1
0.65,0.15,0.95,3,5,0.0,0.0,0.0,-0.81,0.0008,1
0.65,0.15,0.95,3,10,0.0,0.0,0.0,-1.6199,0.0017,1
0.65,0.2,0.9,2,5,0.0,0.0,0.0,-0.9155,0.0009,1
0.65,0.2,0.9,2,10,0.0,0.0,0.0,-1.8311,0.0019,1
0.65,0.2,0.9,3,5,0.0,0.0,0.0,-0.9131,0.0009,1
0.65,0.2,0.9,3,10,0.0,0.0,0.0,-1.8261,0.0019,1
0.65,0.2,0.95,2,5,0.0,0.0,0.0,-0.9155,0.0009,1
0.65,0.2,0.95,2,10,0.0,0.0,0.0,-1.8311,0.0019,1
0.65,0.2,0.95,3,5,0.0,0.0,0.0,-0.9131,0.0009,1
0.65,0.2,0.95,3,10,0.0,0.0,0.0,-1.8261,0.0019,1
0.7,0.1,0.9,2,5,0.0,0.0,0.0,-0.5349,0.0006,1
0.7,0.1,0.9,2,10,0.0,0.0,0.0,-1.0698,0.0011,1
0.7,0.1,0.9,3,5,0.0,0.0,0.0,-0.5502,0.0006,1
0.7,0.1,0.9,3,10,0.0,0.0,0.0,-1.1004,0.0011,1
0.7,0.1,0.95,2,5,0.0,0.0,0.0,-0.5349,0.0006,1
0.7,0.1,0.95,2,10,0.0,0.0,0.0,-1.0698,0.0011,1
0.7,0.1,0.95,3,5,0.0,0.0,0.0,-0.5502,0.0006,1
0.7,0.1,0.95,3,10,0.0,0.0,0.0,-1.1004,0.0011,1
0.7,0.15,0.9,2,5,0.0,0.0,0.0,-0.8036,0.0008,1
0.7,0.15,0.9,2,10,0.0,0.0,0.0,-1.6072,0.0016,1
0.7,0.15,0.9,3,5,0.0,0.0,0.0,-0.818,0.0008,1
0.7,0.15,0.9,3,10,0.0,0.0,0.0,-1.6359,0.0017,1
0.7,0.15,0.95,2,5,0.0,0.0,0.0,-0.8036,0.0008,1
0.7,0.15,0.95,2,10,0.0,0.0,0.0,-1.6072,0.0016,1
0.7,0.15,0.95,3,5,0.0,0.0,0.0,-0.818,0.0008,1
0.7,0.15,0.95,3,10,0.0,0.0,0.0,-1.6359,0.0017,1
0.7,0.2,0.9,2,5,0.0,0.0,0.0,-1.0751,0.0011,1
0.7,0.2,0.9,2,10,0.0,0.0,0.0,-2.1501,0.0022,1
0.7,0.2,0.9,3,5,0.0,0.0,0.0,-1.0284,0.001,1
0.7,0.2,0.9,3,10,0.0,0.0,0.0,-2.0568,0.0021,1
0.7,0.2,0.95,2,5,0.0,0.0,0.0,-1.0751,0.0011,1
0.7,0.2,0.95,2,10,0.0,0.0,0.0,-2.1501,0.0022,1
0.7,0.2,0.95,3,5,0.0,0.0,0.0,-1.0284,0.001,1
0.7,0.2,0.95,3,10,0.0,0.0,0.0,-2.0568,0.0021,1
0.75,0.1,0.9,2,5,0.0,0.0,0.0,-0.5363,0.0006,1
0.75,0.1,0.9,2,10,0.0,0.0,0.0,-1.0726,0.0011,1
0.75,0.1,0.9,3,5,0.0,0.0,0.0,-0.536,0.0006,1
0.75,0.1,0.9,3,10,0.0,0.0,0.0,-1.072,0.0011,1
0.75,0.1,0.95,2,5,0.0,0.0,0.0,-0.5363,0.0006,1
0.75,0.1,0.95,2,10,0.0,0.0,0.0,-1.0726,0.0011,1
0.75,0.1,0.95,3,5,0.0,0.0,0.0,-0.536,0.0006,1
0.75,0.1,0.95,3,10,0.0,0.0,0.0,-1.072,0.0011,1
0.75,0.15,0.9,2,5,0.0,0.0,0.0,-0.8089,0.0008,1
