threshold,stop_loss_pct,target_price,required_ticks,position_size_usdc,sharpe_ratio,win_rate,profit_factor,total_pnl,max_drawdown,total_trades
0.65,0.2,0.95,3,5,-3.9249,0.0145,0.2537,-6.357,0.0122,207
0.65,0.2,0.95,3,10,-3.9249,0.0145,0.2537,-12.714,0.0244,207
0.65,0.1,0.95,3,5,-4.2789,0.0144,0.2465,-6.585,0.0125,209
0.65,0.1,0.95,3,10,-4.2789,0.0144,0.2465,-13.1701,0.0249,209
0.65,0.15,0.95,3,5,-4.4346,0.0144,0.2241,-7.0805,0.0129,208
0.65,0.15,0.95,3,10,-4.4346,0.0144,0.2241,-14.1611,0.0259,208
0.7,0.2,0.95,3,5,-4.6102,0.0145,0.2222,-6.8453,0.0127,207
0.7,0.2,0.95,3,10,-4.6102,0.0145,0.2222,-13.6905,0.0253,207
0.65,0.2,0.95,2,5,-4.8996,0.0156,0.2161,-8.0637,0.0151,256
0.65,0.2,0.95,2,10,-4.8996,0.0156,0.2161,-16.1275,0.0302,256
0.7,0.1,0.95,3,5,-4.9928,0.0144,0.2238,-6.5115,0.0124,208
0.7,0.1,0.95,3,10,-4.9928,0.0144,0.2238,-13.023,0.0247,208
0.7,0.15,0.95,3,5,-5.2296,0.0145,0.2045,-6.7272,0.0126,207
0.7,0.15,0.95,3,10,-5.2296,0.0145,0.2045,-13.4543,0.0251,207
0.75,0.2,0.95,3,5,-5.2597,0.0145,0.195,-7.2663,0.0131,207
0.75,0.2,0.95,3,10,-5.2597,0.0145,0.195,-14.5325,0.0262,207
0.65,0.1,0.95,2,5,-5.3475,0.0155,0.21,-8.2608,0.0154,258
0.65,0.1,0.95,2,10,-5.3475,0.0155,0.21,-16.5216,0.0307,258
0.65,0.15,0.95,2,5,-5.463,0.0156,0.1938,-8.7089,0.0158,257
0.65,0.15,0.95,2,10,-5.463,0.0156,0.1938,-17.4177,0.0315,257
0.7,0.2,0.95,2,5,-5.597,0.0156,0.1928,-8.4942,0.0155,256
0.7,0.2,0.95,2,10,-5.597,0.0156,0.1928,-16.9885,0.0311,256
0.75,0.1,0.95,3,5,-5.8504,0.0144,0.196,-6.9325,0.0128,208
0.75,0.1,0.95,3,10,-5.8504,0.0144,0.196,-13.865,0.0256,208
0.75,0.15,0.95,3,5,-6.1794,0.0145,0.1765,-7.1481,0.013,207
0.75,0.15,0.95,3,10,-6.1794,0.0145,0.1765,-14.2963,0.0259,207
0.7,0.1,0.95,2,5,-6.2156,0.0155,0.1869,-8.6913,0.0158,258
0.7,0.1,0.95,2,10,-6.2156,0.0155,0.1869,-17.3826,0.0316,258
0.7,0.15,0.95,2,5,-6.3101,0.0156,0.1787,-8.343,0.0154,256
0.7,0.15,0.95,2,10,-6.3101,0.0156,0.1787,-16.6861,0.0308,256
0.75,0.2,0.95,2,5,-6.4804,0.0156,0.1657,-8.9951,0.016,256
0.75,0.2,0.95,2,10,-6.4804,0.0156,0.1657,-17.9903,0.0321,256
0.78,0.15,0.95,3,5,-6.7753,0.0145,0.1602,-7.3921,0.0132,207
0.78,0.15,0.95,3,10,-6.7753,0.0145,0.1602,-14.7843,0.0264,207
0.78,0.2,0.95,3,5,-7.3032,0.0097,0.1049,-8.6862,0.0145,206
0.78,0.2,0.95,3,10,-7.3032,0.0097,0.1049,-17.3723,0.0289,206
0.75,0.1,0.95,2,5,-7.3395,0.0156,0.1654,-8.6102,0.0157,257
0.75,0.1,0.95,2,10,-7.3395,0.0156,0.1654,-17.2203,0.0313,257
0.8,0.15,0.95,3,5,-7.3401,0.0146,0.1599,-6.7343,0.0125,206
0.8,0.15,0.95,3,10,-7.3401,0.0146,0.1599,-13.4686,0.0251,206
0.75,0.15,0.95,2,5,-7.6016,0.0156,0.1509,-8.8439,0.0159,256
0.75,0.15,0.95,2,10,-7.6016,0.0156,0.1509,-17.6879,0.0318,256
0.78,0.15,0.95,2,5,-8.1008,0.0156,0.1408,-9.0244,0.0161,256
0.78,0.15,0.95,2,10,-8.1008,0.0156,0.1408,-18.0488,0.0321,256
0.8,0.2,0.95,3,5,-8.3928,0.0098,0.1033,-7.7929,0.0136,205
0.8,0.2,0.95,3,10,-8.3928,0.0098,0.1033,-15.5858,0.0271,205
0.65,0.15,0.9,3,5,-8.4174,0.0133,0.1246,-13.22,0.0211,301
0.65,0.15,0.9,3,10,-8.4174,0.0133,0.1246,-26.44,0.0421,301
0.78,0.1,0.95,3,5,-8.6336,0.0097,0.1075,-8.2955,0.0141,207
0.78,0.1,0.95,3,10,-8.6336,0.0097,0.1075,-16.5909,0.0282,207
0.78,0.2,0.95,2,5,-8.6764,0.0118,0.0925,-10.3737,0.0174,255
0.78,0.2,0.95,2,10,-8.6764,0.0118,0.0925,-20.7474,0.0347,255
0.8,0.15,0.95,2,5,-8.8038,0.0157,0.1399,-8.3596,0.0154,255
0.8,0.15,0.95,2,10,-8.8038,0.0157,0.1399,-16.7192,0.0307,255
0.65,0.1,0.9,3,5,-9.3671,0.0133,0.1151,-12.7929,0.0207,301
0.65,0.1,0.9,3,10,-9.3671,0.0133,0.1151,-25.5857,0.0413,301
0.65,0.2,0.9,3,5,-9.4196,0.01,0.0973,-12.6929,0.0205,299
0.65,0.2,0.9,3,10,-9.4196,0.01,0.0973,-25.3858,0.041,299
0.8,0.1,0.95,3,5,-9.4298,0.0097,0.1026,-7.8565,0.0137,206
0.8,0.1,0.95,3,10,-9.4298,0.0097,0.1026,-15.7129,0.0273,206
0.8,0.2,0.95,2,5,-10.0445,0.0118,0.0907,-9.4638,0.0165,254
0.8,0.2,0.95,2,10,-10.0445,0.0118,0.0907,-18.9276,0.0329,254
0.7,0.15,0.9,3,5,-10.2135,0.0133,0.109,-12.8442,0.0207,300
0.7,0.15,0.9,3,10,-10.2135,0.0133,0.109,-25.6883,0.0413,300
0.78,0.1,0.95,2,5,-10.3838,0.0117,0.0948,-9.9116,0.0169,256
0.78,0.1,0.95,2,10,-10.3838,0.0117,0.0948,-19.8231,0.0339,256
0.8,0.1,0.95,2,5,-11.3261,0.0118,0.0904,-9.4971,0.0165,255
0.8,0.1,0.95,2,10,-11.3261,0.0118,0.0904,-18.9942,0.033,255
0.65,0.15,0.9,2,5,-11.5226,0.0075,0.0932,-18.1966,0.0284,398
0.65,0.15,0.9,2,10,-11.5226,0.0075,0.0932,-36.3932,0.0569,398
0.7,0.2,0.9,3,5,-11.6937,0.01,0.0765,-13.1587,0.021,299
0.7,0.2,0.9,3,10,-11.6937,0.01,0.0765,-26.3175,0.0419,299
0.7,0.1,0.9,3,5,-11.7274,0.0133,0.0973,-12.6969,0.0205,300
0.7,0.1,0.9,3,10,-11.7274,0.0133,0.0973,-25.3937,0.041,300
0.75,0.15,0.9,3,5,-11.8858,0.0133,0.0914,-13.2458,0.0211,300
0.75,0.15,0.9,3,10,-11.8858,0.0133,0.0914,-26.4916,0.0421,300
0.65,0.1,0.85,3,5,-12.6779,0.0125,0.0791,-14.7604,0.0228,319
0.65,0.1,0.85,3,10,-12.6779,0.0125,0.0791,-29.5208,0.0455,319
0.65,0.15,0.85,3,5,-12.7874,0.0094,0.059,-15.2554,0.0232,318
