threshold,stop_loss_pct,target_price,required_ticks,position_size_usdc,sharpe_ratio,win_rate,profit_factor,total_pnl,max_drawdown,total_trades
0.8,0.1,0.95,2,5,0.0,0.0,0.0,-0.588,0.0006,1
0.8,0.1,0.95,2,10,0.0,0.0,0.0,-1.1761,0.0012,1
0.8,0.1,0.95,3,5,0.0,0.0,0.0,-0.588,0.0006,1
0.8,0.1,0.95,3,10,0.0,0.0,0.0,-1.1761,0.0012,1
0.8,0.15,0.95,2,5,0.0,0.0,0.0,-0.8504,0.0009,1
0.8,0.15,0.95,2,10,0.0,0.0,0.0,-1.7009,0.0017,1
0.8,0.15,0.95,3,5,0.0,0.0,0.0,-0.8504,0.0009,1
0.8,0.15,0.95,3,10,0.0,0.0,0.0,-1.7009,0.0017,1
0.8,0.2,0.95,2,5,0.0,0.0,0.0,-1.0621,0.0011,1
0.8,0.2,0.95,2,10,0.0,0.0,0.0,-2.1242,0.0022,1
0.8,0.2,0.95,3,5,0.0,0.0,0.0,-1.0621,0.0011,1
0.8,0.2,0.95,3,10,0.0,0.0,0.0,-2.1242,0.0022,1
0.8,0.1,0.9,2,5,-0.6444,0.5,0.3916,-0.3253,0.0007,4
0.8,0.1,0.9,2,10,-0.6444,0.5,0.3916,-0.6507,0.0014,4
0.8,0.15,0.9,2,5,-0.7487,0.5,0.3088,-0.5129,0.0009,4
0.8,0.15,0.9,2,10,-0.7487,0.5,0.3088,-1.0258,0.0018,4
0.8,0.1,0.9,3,5,-0.8192,0.5,0.34,-0.4315,0.0008,4
0.8,0.1,0.9,3,10,-0.8192,0.5,0.34,-0.8631,0.0016,4
0.8,0.2,0.9,2,5,-0.8248,0.5,0.2497,-0.7227,0.0011,4
0.8,0.2,0.9,2,10,-0.8248,0.5,0.2497,-1.4454,0.0022,4
0.8,0.15,0.9,3,5,-0.9014,0.5,0.2723,-0.6318,0.001,4
0.8,0.15,0.9,3,10,-0.9014,0.5,0.2723,-1.2637,0.002,4
0.8,0.2,0.9,3,5,-0.9728,0.5,0.2085,-0.94,0.0013,4
0.8,0.2,0.9,3,10,-0.9728,0.5,0.2085,-1.88,0.0026,4
0.78,0.15,0.9,2,5,-1.4218,0.4,0.1577,-1.338,0.0017,5
0.78,0.15,0.9,2,10,-1.4218,0.4,0.1577,-2.676,0.0035,5
0.75,0.2,0.9,2,5,-1.5026,0.4,0.1252,-1.7891,0.0022,5
0.75,0.2,0.9,2,10,-1.5026,0.4,0.1252,-3.5782,0.0044,5
0.78,0.2,0.9,2,5,-1.5131,0.4,0.1196,-1.892,0.0023,5
0.78,0.2,0.9,2,10,-1.5131,0.4,0.1196,-3.7839,0.0046,5
0.7,0.2,0.9,2,5,-1.514,0.4,0.1189,-1.9042,0.0023,5
0.7,0.2,0.9,2,10,-1.514,0.4,0.1189,-3.8084,0.0046,5
0.78,0.15,0.9,3,5,-1.5703,0.4,0.1474,-1.4593,0.0018,5
0.78,0.15,0.9,3,10,-1.5703,0.4,0.1474,-2.9187,0.0037,5
0.75,0.15,0.9,3,5,-1.5767,0.4,0.144,-1.503,0.0019,5
0.75,0.15,0.9,3,10,-1.5767,0.4,0.144,-3.0061,0.0038,5
0.75,0.2,0.9,3,5,-1.6368,0.4,0.1138,-2.0081,0.0024,5
0.75,0.2,0.9,3,10,-1.6368,0.4,0.1138,-4.0161,0.0048,5
0.7,0.2,0.9,3,5,-1.6398,0.4,0.1126,-2.0339,0.0024,5
0.7,0.2,0.9,3,10,-1.6398,0.4,0.1126,-4.0678,0.0048,5
0.65,0.2,0.9,3,5,-1.6453,0.4,0.11,-2.0926,0.0025,5
0.65,0.2,0.9,3,10,-1.6453,0.4,0.11,-4.1853,0.005,5
0.78,0.2,0.9,3,5,-1.6467,0.4,0.1091,-2.1114,0.0025,5
0.78,0.2,0.9,3,10,-1.6467,0.4,0.1091,-4.2229,0.005,5
0.65,0.2,0.9,2,5,-1.8599,0.3333,0.0989,-2.3448,0.0028,6
0.65,0.2,0.9,2,10,-1.8599,0.3333,0.0989,-4.6896,0.0055,6
