ma_window,entry_zscore,exit_zscore,stop_loss_pct,timeout_minutes,position_size_pusd,total_trades,winners,losers,total_pnl,win_rate,profit_factor,sharpe_ratio,max_drawdown,avg_trade_pnl,best_trade,worst_trade
10,-1.5,0.0,0.15,45,5,5319,4725,594,33038.70805644148,0.8883248730964467,34.82347655057437,0.41328635699352295,0.007333403533731315,6.2114510352399845,272.77777777777777,-4.814814814814815
10,-1.5,0.0,0.15,45,10,5319,4725,594,66077.41611288296,0.8883248730964467,34.82347655057437,0.41328635699352295,0.014467393396661029,12.422902070479969,545.5555555555555,-9.62962962962963
10,-1.5,0.0,0.15,60,5,5319,4725,594,33038.70805644148,0.8883248730964467,34.82347655057437,0.41328635699352295,0.007333403533731315,6.2114510352399845,272.77777777777777,-4.814814814814815
10,-1.5,0.0,0.15,60,10,5319,4725,594,66077.41611288296,0.8883248730964467,34.82347655057437,0.41328635699352295,0.014467393396661029,12.422902070479969,545.5555555555555,-9.62962962962963
10,-1.5,0.0,0.1,45,5,5364,4698,666,32000.252789277303,0.8758389261744967,31.11070518741524,0.40537085523794764,0.007333403533731315,5.965744367874217,272.77777777777777,-4.814814814814815
10,-1.5,0.0,0.1,45,10,5364,4698,666,64000.50557855461,0.8758389261744967,31.11070518741524,0.40537085523794764,0.014467393396661029,11.931488735748434,545.5555555555555,-9.62962962962963
10,-1.5,0.0,0.1,60,5,5364,4698,666,32000.252789277303,0.8758389261744967,31.11070518741524,0.40537085523794764,0.007333403533731315,5.965744367874217,272.77777777777777,-4.814814814814815
10,-1.5,0.0,0.1,60,10,5364,4698,666,64000.50557855461,0.8758389261744967,31.11070518741524,0.40537085523794764,0.014467393396661029,11.931488735748434,545.5555555555555,-9.62962962962963
20,-1.5,0.0,0.15,45,5,3181,2725,456,21106.3866325737,0.8566488525620874,27.151322587643588,0.39154713178050193,0.008326086070870957,6.635141978174693,272.77777777777777,-4.516129032258064
20,-1.5,0.0,0.15,45,10,3181,2725,456,42212.7732651474,0.8566488525620874,27.151322587643588,0.39154713178050193,0.014687832703400372,13.270283956349386,545.5555555555555,-9.032258064516128
