ma_window,entry_zscore,exit_zscore,stop_loss_pct,timeout_minutes,position_size_usdc,total_trades,winners,losers,total_pnl,win_rate,profit_factor,sharpe_ratio,max_drawdown,avg_trade_pnl,best_trade,worst_trade
30,-2.5,0.5,0.1,45,5,15,5,10,-0.7884052320344134,0.3333333333333333,0.7157249999474807,-0.08805928984913436,0.006527742328505042,-0.052560348802294224,1.9378911892152146,-0.5555555555555552
30,-2.5,0.5,0.1,45,10,15,5,10,-1.5768104640688267,0.3333333333333333,0.7157249999474807,-0.08805928984913436,0.013055484657010197,-0.10512069760458845,3.8757823784304293,-1.1111111111111105
30,-2.5,0.5,0.1,60,5,15,5,10,-0.8146387367246455,0.3333333333333333,0.7090183909786603,-0.09076287372485918,0.006527742328505042,-0.054309249114976366,1.9378911892152146,-0.5555555555555552
30,-2.5,0.5,0.1,60,10,15,5,10,-1.629277473449291,0.3333333333333333,0.7090183909786603,-0.09076287372485918,0.013055484657010197,-0.10861849822995273,3.8757823784304293,-1.1111111111111105
30,-2.5,0.5,0.15,45,5,15,5,10,-1.0542470952860727,0.3333333333333333,0.6531204595735435,-0.11405265077374001,0.0067978013767857415,-0.07028313968573818,1.9378911892152146,-0.8127822160472392
30,-2.5,0.5,0.15,45,10,15,5,10,-2.1084941905721455,0.3333333333333333,0.6531204595735435,-0.11405265077374001,0.013595602753571483,-0.14056627937147637,3.8757823784304293,-1.6255644320944784
30,-2.5,0.5,0.15,60,5,15,5,10,-1.3466133120669614,0.3333333333333333,0.5958055026990157,-0.1416042575689897,0.0067978013767857415,-0.0897742208044641,1.9378911892152146,-0.8127822160472392
30,-2.5,0.5,0.15,60,10,15,5,10,-2.693226624133923,0.3333333333333333,0.5958055026990157,-0.1416042575689897,0.013595602753571483,-0.1795484416089282,3.8757823784304293,-1.6255644320944784
30,-2.0,0.5,0.15,45,5,30,5,25,-2.088449569733063,0.16666666666666666,0.4891567406597401,-0.16139797205367087,0.00706688651093441,-0.06961498565776877,1.9378911892152146,-0.8115543328748285
30,-2.0,0.5,0.15,45,10,30,5,25,-4.176899139466126,0.16666666666666666,0.4891567406597401,-0.16139797205367087,0.014133773021868593,-0.13922997131553755,3.8757823784304293,-1.623108665749657
30,-2.0,0.5,0.15,60,5,30,5,25,-2.4979576061095643,0.16666666666666666,0.44462031068130375,-0.18642439286180876,0.007476394547310974,-0.08326525353698548,1.9378911892152146,-0.8115543328748285
30,-2.0,0.5,0.15,60,10,30,5,25,-4.995915212219129,0.16666666666666666,0.44462031068130375,-0.18642439286180876,0.014952789094621494,-0.16653050707397096,3.8757823784304293,-1.623108665749657
30,-2.0,0.5,0.1,45,5,31,5,26,-2.4538538468052917,0.16129032258064516,0.44902331827018405,-0.1868734824144167,0.007432290788006753,-0.0791565757033965,1.9378911892152146,-0.6232009211283823
30,-2.0,0.5,0.1,45,10,31,5,26,-4.9077076936105835,0.16129032258064516,0.44902331827018405,-0.1868734824144167,0.014864581576013051,-0.158313151406793,3.8757823784304293,-1.2464018422567646
30,-2.0,0.5,0.1,60,5,31,5,26,-2.5832359094353134,0.16129032258064516,0.43634707212843504,-0.1952566282040315,0.007561672850636796,-0.08333019062694559,1.9378911892152146,-0.6232009211283823
30,-2.0,0.5,0.1,60,10,31,5,26,-5.166471818870627,0.16129032258064516,0.43634707212843504,-0.1952566282040315,0.015123345701273024,-0.16666038125389118,3.8757823784304293,-1.2464018422567646
30,-2.5,0.0,0.1,45,5,15,3,12,-1.4850192916200582,0.2,0.49500557178883214,-0.20671228215869739,0.006527742328505042,-0.09900128610800388,1.437168993740972,-0.5555555555555552
