ma_window,entry_zscore,exit_zscore,stop_loss_pct,timeout_minutes,position_size_usdc,total_trades,winners,losers,total_pnl,win_rate,profit_factor,sharpe_ratio,max_drawdown,avg_trade_pnl,best_trade,worst_trade
10,-2.5,0.5,0.08,45,5,5,2,3,1.4200420526106428,0.4,2.1688007079211387,0.272587682292467,0.006214956530216568,0.28400841052212855,1.9167904903417539,-0.512761235435547
10,-2.5,0.5,0.08,45,10,5,2,3,2.8400841052212855,0.4,2.1688007079211387,0.272587682292467,0.012429913060433364,0.5680168210442571,3.8335809806835077,-1.025522470871094
10,-2.5,0.5,0.08,60,5,5,2,3,1.4200420526106428,0.4,2.1688007079211387,0.272587682292467,0.006214956530216568,0.28400841052212855,1.9167904903417539,-0.512761235435547
10,-2.5,0.5,0.08,60,10,5,2,3,2.8400841052212855,0.4,2.1688007079211387,0.272587682292467,0.012429913060433364,0.5680168210442571,3.8335809806835077,-1.025522470871094
10,-2.5,0.5,0.1,45,5,5,2,3,1.2387906441395817,0.4,1.8872536889482996,0.23006048455270411,0.006396207938687667,0.24775812882791634,1.9167904903417539,-0.6010005408328832
10,-2.5,0.5,0.1,45,10,5,2,3,2.4775812882791635,0.4,1.8872536889482996,0.23006048455270411,0.012792415877375446,0.4955162576558327,3.8335809806835077,-1.2020010816657665
10,-2.5,0.5,0.1,60,5,5,2,3,1.2387906441395817,0.4,1.8872536889482996,0.23006048455270411,0.006396207938687667,0.24775812882791634,1.9167904903417539,-0.6010005408328832
10,-2.5,0.5,0.1,60,10,5,2,3,2.4775812882791635,0.4,1.8872536889482996,0.23006048455270411,0.012792415877375446,0.4955162576558327,3.8335809806835077,-1.2020010816657665
10,-2.5,0.5,0.15,45,5,5,2,3,0.7291571771967542,0.4,1.3825906893630073,0.12347297296740617,0.006905841405630554,0.14583143543935084,1.9167904903417539,-0.8646565711195241
10,-2.5,0.5,0.15,45,10,5,2,3,1.4583143543935084,0.4,1.3825906893630073,0.12347297296740617,0.013811682811260993,0.2916628708787017,3.8335809806835077,-1.7293131422390482
10,-2.5,0.5,0.15,60,5,5,2,3,0.7291571771967542,0.4,1.3825906893630073,0.12347297296740617,0.006905841405630554,0.14583143543935084,1.9167904903417539,-0.8646565711195241
10,-2.5,0.5,0.15,60,10,5,2,3,1.4583143543935084,0.4,1.3825906893630073,0.12347297296740617,0.013811682811260993,0.2916628708787017,3.8335809806835077,-1.7293131422390482
10,-2.5,0.0,0.08,45,5,5,2,3,0.35987877713803657,0.4,1.2962071219732119,0.10688134088207889,0.006214956530216568,0.07197575542760731,0.936106983655275,-0.512761235435547
10,-2.5,0.0,0.08,45,10,5,2,3,0.7197575542760731,0.4,1.2962071219732119,0.10688134088207889,0.012429913060433364,0.14395151085521463,1.87221396731055,-1.025522470871094
10,-2.5,0.0,0.08,60,5,5,2,3,0.35987877713803657,0.4,1.2962071219732119,0.10688134088207889,0.006214956530216568,0.07197575542760731,0.936106983655275,-0.512761235435547
10,-2.5,0.0,0.08,60,10,5,2,3,0.7197575542760731,0.4,1.2962071219732119,0.10688134088207889,0.012429913060433364,0.14395151085521463,1.87221396731055,-1.025522470871094
10,-2.5,0.0,0.1,45,5,5,2,3,0.17862736866697554,0.4,1.1279375111094592,0.05009965438845572,0.006396207938687667,0.03572547373339511,0.936106983655275,-0.6010005408328832
10,-2.5,0.0,0.1,45,10,5,2,3,0.3572547373339511,0.4,1.1279375111094592,0.05009965438845572,0.012792415877375446,0.07145094746679022,1.87221396731055,-1.2020010816657665
10,-2.5,0.0,0.1,60,5,5,2,3,0.17862736866697554,0.4,1.1279375111094592,0.05009965438845572,0.006396207938687667,0.03572547373339511,0.936106983655275,-0.6010005408328832
10,-2.5,0.0,0.1,60,10,5,2,3,0.3572547373339511,0.4,1.1279375111094592,0.05009965438845572,0.012792415877375446,0.07145094746679022,1.87221396731055,-1.2020010816657665
20,-2.5,0.5,0.08,45,5,12,3,9,-0.4641147904426985,0.25,0.8786171387887222,-0.04438551758848571,0.007331166813563868,-0.03867623253689154,1.867052023121387,-1.1584754262788364
20,-2.5,0.5,0.08,45,10,12,3,9,-0.928229580885397,0.25,0.8786171387887222,-0.04438551758848571,0.014662333627128191,-0.07735246507378309,3.734104046242774,-2.3169508525576727
20,-2.5,0.5,0.08,60,5,12,3,9,-0.4641147904426985,0.25,0.8786171387887222,-0.04438551758848571,0.007331166813563868,-0.03867623253689154,1.867052023121387,-1.1584754262788364
20,-2.5,0.5,0.08,60,10,12,3,9,-0.928229580885397,0.25,0.8786171387887222,-0.04438551758848571,0.014662333627128191,-0.07735246507378309,3.734104046242774,-2.3169508525576727
10,-2.5,-0.5,0.08,45,5,5,2,3,-0.153187305972249,0.4,0.872863183586227,-0.05112177378419461,0.006204901226043603,-0.0306374611944498,0.936106983655275,-0.512761235435547
10,-2.5,-0.5,0.08,45,10,5,2,3,-0.306374611944498,0.4,0.872863183586227,-0.05112177378419461,0.012409802452087433,-0.0612749223888996,1.87221396731055,-1.025522470871094
10,-2.5,-0.5,0.08,60,5,5,2,3,-0.153187305972249,0.4,0.872863183586227,-0.05112177378419461,0.006204901226043603,-0.0306374611944498,0.936106983655275,-0.512761235435547
10,-2.5,-0.5,0.08,60,10,5,2,3,-0.306374611944498,0.4,0.872863183586227,-0.05112177378419461,0.012409802452087433,-0.0612749223888996,1.87221396731055,-1.025522470871094
20,-2.5,0.0,0.08,45,5,12,3,9,-0.6768378680325573,0.25,0.8386032217964301,-0.0622555628514231,0.0073629246002270745,-0.05640315566937978,1.9167904903417539,-1.1584754262788364
20,-2.5,0.0,0.08,45,10,12,3,9,-1.3536757360651146,0.25,0.8386032217964301,-0.0622555628514231,0.014725849200454603,-0.11280631133875955,3.8335809806835077,-2.3169508525576727
20,-2.5,0.0,0.08,60,5,12,3,9,-0.6768378680325573,0.25,0.8386032217964301,-0.0622555628514231,0.0073629246002270745,-0.05640315566937978,1.9167904903417539,-1.1584754262788364
20,-2.5,0.0,0.08,60,10,12,3,9,-1.3536757360651146,0.25,0.8386032217964301,-0.0622555628514231,0.014725849200454603,-0.11280631133875955,3.8335809806835077,-2.3169508525576727
20,-2.5,0.5,0.1,45,5,12,3,9,-0.6993154966460077,0.25,0.8277022589142158,-0.06597804716814831,0.0075663675197672545,-0.058276291387167306,1.867052023121387,-1.1584754262788364
20,-2.5,0.5,0.1,45,10,12,3,9,-1.3986309932920153,0.25,0.8277022589142158,-0.06597804716814831,0.01513273503953485,-0.11655258277433461,3.734104046242774,-2.3169508525576727
20,-2.5,0.5,0.1,60,5,12,3,9,-0.6993154966460077,0.25,0.8277022589142158,-0.06597804716814831,0.0075663675197672545,-0.058276291387167306,1.867052023121387,-1.1584754262788364
20,-2.5,0.5,0.1,60,10,12,3,9,-1.3986309932920153,0.25,0.8277022589142158,-0.06597804716814831,0.01513273503953485,-0.11655258277433461,3.734104046242774,-2.3169508525576727
10,-2.5,0.0,0.15,45,5,5,2,3,-0.33100609827585187,0.4,0.8263202293234162,-0.07971740390236619,0.006905841405630554,-0.06620121965517037,0.936106983655275,-0.8646565711195241
10,-2.5,0.0,0.15,45,10,5,2,3,-0.6620121965517037,0.4,0.8263202293234162,-0.07971740390236619,0.013811682811260993,-0.13240243931034074,1.87221396731055,-1.7293131422390482
10,-2.5,0.0,0.15,60,5,5,2,3,-0.33100609827585187,0.4,0.8263202293234162,-0.07971740390236619,0.006905841405630554,-0.06620121965517037,0.936106983655275,-0.8646565711195241
10,-2.5,0.0,0.15,60,10,5,2,3,-0.6620121965517037,0.4,0.8263202293234162,-0.07971740390236619,0.013811682811260993,-0.13240243931034074,1.87221396731055,-1.7293131422390482
